trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
88,False,"{'a': 0.5, 'e': 0.41580127602546146}",25,16,14.626695335215071,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4059615805535599}",25,11,-0.6109392166920606,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.3961594991956081}",25,20,9.40680932593011,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.3863989526534565}",20,11,-11.081310079376628,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.376683845015583}",25,5,16.347090568310335,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3670180621955098}",30,24,12.097770242231984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3574054703774896}",20,11,2.5671979961306213,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.3478499144700833}",35,18,-33.04793615459108,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.3383552165682482}",25,6,-91.60558274936521,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.32892517442455094}",20,9,-22.22817299020458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.3195635599301164}",30,18,-61.658995914497396,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.3102741176059227}",20,0,2.6772766895956606,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.30106056310504203}",25,13,20.95954211836611,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.2919265817264288}",25,14,-10.191446048297152,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.2828758269408498}",20,3,26.30985884739714,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.27391191892954403}",25,6,-29.17341711220449,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.2650384431361989}",20,7,-25.895735474492867,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.2562589488328203}",35,19,-15.892471893517593,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.24757694770007127}",25,16,7.475397610088552,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.23899591242264634}",25,18,9.755704372531566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.23051927530024424}",30,16,-10.210137381548058,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.22215042687469366}",20,13,-0.25160683426640906,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.21389271457378162}",35,12,18.361941210031876,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.2057494413723271}",20,10,-17.072013699169677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.19772386447103518}",20,8,22.672908871805145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.1898191939936601}",20,10,-18.822396402991643,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.18203859170299863}",25,17,14.212430810489806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.17438516973622709}",25,0,12.017559003979818,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.16686198936008784}",30,13,9.14799856678335,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.15947205974642376}",25,7,22.72999398337942,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.152218336768549}",20,14,12.180341137255091,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.14510372181893977}",25,17,-2.3967644716828036,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.13813106064871572}",30,20,10.71400600802907,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.13130314222937728}",20,8,14.72229730013301,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.12462269763725453}",25,9,10.36139640095721,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.11809239896111295}",20,13,12.837267970963955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.11171485823335348}",30,18,8.77078951377941,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.10549262638523443}",25,10,24.7201761772871,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.09942819222653315}",20,13,13.413092566606444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.09352398145005503}",25,2,-24.53134376090958,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.08778235566138881}",30,13,29.155768913507146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.08220561143429617}",20,9,22.23008991769615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.07679597939211219}",25,14,20.24013569938615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.07155562331552634}",20,16,6.56987243418328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.06648663927709875}",30,15,27.275092555266305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.06159105480285926}",20,4,30.979887029668014,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.056870828061323986}",20,10,19.67783303841655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.05232784708025395}",20,3,29.487207002830836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.047963928991469396}",30,18,17.51966219157543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.043780819304021}",35,22,20.918190141890683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.039780191206009674}",25,15,17.83214007036598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.03596364489533366}",20,14,11.451608250233503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.032332706939630584}",20,15,11.706468371935854,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.028888829665670857}",20,9,8.270274564686595,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.02563339057844649}",30,17,28.032428720783695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.022567691810186807}",35,24,17.954190900957755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.019692959599523885}",20,9,21.37915824657872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.01701034380101263}",20,5,27.921357226838037,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.014520917425204727}",20,0,34.778779846074784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.012225676209458691}",20,14,8.92569051878266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.010125538219657892}",25,17,14.216464510634985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.008221343482996801}",20,10,18.35957434638687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
